L cm,yi cm,Story Area,stories,architectural_archetype,connection_system,xi cm,D+0.25L,Direction,soil_class,seismic_zone,Story,Wall
194.5,763.0,5302759.515700001,5,D,HD,4036.0,181664.94363082395,Y,C,1,1,38.2
265.0,363.0,5302759.515700001,3,D,HD,4127.0,151936.3714910866,X,D,3,1,D.4
136.5,835.0,5302759.515700001,5,D,ATS,3881.0,181437.31462544893,X,B,1,1,I.4
270.0,11.0,4918759.585999998,5,P,HD,1503.0,158199.85281714622,X,B,1,4,1.2
285.0,199.0,5302759.515700001,4,D,HD,2553.0,149512.8596736616,Y,C,1,3,26.1
307.0,221.0,5302759.515700001,4,D,HD,3824.0,150396.49339386157,Y,A,3,2,36.1
223.0,404.0,5302759.515700001,5,D,ATS,1297.0,183878.44837934893,Y,C,3,3,9.1
289.0,588.0,4366070.964799999,3,Q,HD,525.0,124742.72743095804,Y,D,3,1,C.1
722.0,1360.0,4918759.585999998,3,P,HD,765.0,124055.89857068934,Y,B,3,3,E.1
287.0,1906.0,4366070.964799999,4,Q,HD,1745.0,121258.27697505803,Y,A,3,3,J.5
270.0,11.0,4918759.585999998,3,P,HD,1503.0,123890.88263498934,X,A,3,3,1.2
352.0,198.0,4366070.964799999,4,Q,HD,1745.0,121258.27697505803,Y,A,3,3,J.1
388.0,316.62,2526612.8516999995,6,C,ATS,1384.16,87212.67563045202,Y,D,1,2,I.1
270.0,2709.0,4918759.585999998,3,P,HD,439.0,134271.81061673933,X,A,3,1,11.1
190.0,1215.0,5302759.515700001,5,D,ATS,1129.0,179299.22616682394,Y,A,3,1,8.1
433.0,1299.0,5302759.515700001,5,D,ATS,3065.0,181437.31462544893,X,B,1,1,M.2
563.25,655.0,5302759.515700001,5,D,ATS,1913.0,179600.37914752393,X,B,3,1,G.4
158.0,745.0,5302759.515700001,5,D,HD,2497.0,179636.844550124,Y,A,1,4,25.1
152.0,988.0,4918759.585999998,5,P,HD,1247.0,158199.85281714622,X,C,1,4,5.2
162.0,1839.0,4366070.964799999,5,Q,HD,1837.0,145574.0417639641,X,A,3,3,10.4
122.0,11.0,5302759.515700001,4,D,HD,3411.9999999999995,135350.9873333116,Y,D,1,4,A.2
725.0,362.0,4366070.964799999,4,Q,HD,959.0,111059.95374720804,Y,A,1,4,F.1
195.0,1595.0,4366070.964799999,5,Q,HD,173.0,126413.24232511412,Y,B,1,5,B.4
126.0,877.0,4366070.964799999,4,Q,HD,679.0,121258.27697505803,X,A,1,2,6.3
470.0,788.0,4918759.585999998,5,P,ATS,971.0,139770.08452479623,Y,C,1,5,4.3
120.0,2483.0,4366070.964799999,5,Q,ATS,1696.0,149754.6720458641,X,C,3,1,13.4
470.0,788.0,4918759.585999998,5,P,ATS,971.0,158735.85835404624,X,A,1,1,4.3
288.0,363.0,4366070.964799999,3,Q,HD,1590.0,121066.64556585804,X,A,1,2,3.2
136.5,835.0,5302759.515700001,5,D,HD,1446.0,181335.58357372397,X,A,1,1,I.2
799.0,2321.0,4918759.585999998,5,P,ATS,645.0,160563.93815319624,Y,C,3,3,D.2
352.0,1617.0000000000002,4366070.964799999,5,Q,ATS,1558.0,144646.30499786412,X,C,1,1,8.5
762.0,1247.0,4366070.964799999,3,Q,HD,1165.0,121066.64556585804,Y,A,1,2,G.1
324.0,1033.3,2526612.8516999995,5,C,ATS,416.35,88625.42575565202,Y,D,3,2,D.2
158.0,745.0,5302759.515700001,5,D,ATS,3824.0,180749.33012909893,Y,B,1,2,36.3
338.0,1040.2,2526612.8516999995,5,C,ATS,581.56,74192.42165052702,Y,B,1,5,E.4
162.0,1932.0,4918759.585999998,5,P,HD,1861.0,139929.7773657962,X,A,3,5,8.5
352.0,1617.0000000000002,4366070.964799999,5,Q,HD,1558.0,145978.5969611641,X,A,3,2,8.5
190.0,95.0,5302759.515700001,5,D,ATS,825.0,178966.13461792396,Y,A,1,4,6.1
120.0,56.00000000000001,5302759.515700001,5,D,ATS,2290.0,179059.68690532394,Y,B,3,4,B.4
338.0,1932.0,4918759.585999998,3,P,HD,1589.0,135094.23043913936,X,D,1,1,8.4
540.0,604.5,2526612.8516999995,5,C,HD,810.0,87570.82309235202,X,A,3,3,5.2
136.5,475.0,5302759.515700001,5,D,ATS,1949.0,185237.64666862396,X,B,3,2,E.2
190.0,95.0,5302759.515700001,4,D,HD,3260.0,149512.8596736616,Y,C,1,3,33.1
136.5,475.0,5302759.515700001,4,D,HD,508.0,151019.2954737616,X,D,1,1,E.1
570.0,1360.0,4918759.585999998,4,P,HD,469.00000000000006,134500.70368883933,X,A,1,1,6.1
642.0,1757.9999999999998,4366070.964799999,5,Q,ATS,959.0,126173.7030636141,Y,B,3,5,9.1
276.0,1859.0,4918759.585999998,4,P,HD,1769.0000000000002,134271.81061673933,Y,A,3,2,J.4
265.0,947.0,5302759.515700001,5,D,HD,4127.0,179636.844550124,Y,A,1,4,J.4
180.0,505.3,2526612.8516999995,5,C,ATS,337.16,87391.50462545201,Y,A,3,3,C.1
120.0,1254.0,5302759.515700001,5,D,ATS,3873.0,154371.06043727396,Y,A,1,5,L.7
298.0,1007.0,5302759.515700001,5,D,ATS,3252.0000000000005,154371.06043727396,Y,B,3,5,K.1
190.0,1215.0,5302759.515700001,4,D,HD,3564.0,150396.49339386157,Y,C,1,1,35.2
388.0,892.38,2526612.8516999995,5,C,ATS,1090.36,88067.45302715202,Y,C,3,3,G.2
494.0,2247.0,4366070.964799999,5,Q,HD,1291.0,144690.40804376412,Y,A,1,4,H.4
287.0,363.0,5302759.515700001,5,D,HD,2206.0,182283.218876324,X,D,1,2,D.2
120.0,1183.0,5302759.515700001,4,D,HD,4271.0,135167.7485555116,Y,C,1,4,39.4
136.5,835.0,5302759.515700001,4,D,HD,2440.0,149182.82780226163,X,B,1,3,I.3
155.0,133.0,4366070.964799999,4,Q,HD,1048.0,124268.69909205804,X,C,1,1,2.2
122.0,997.0,5302759.515700001,5,D,HD,4271.0,182851.70295532397,Y,A,3,3,39.3
270.0,11.0,4918759.585999998,6,P,ATS,439.0,157872.51960924623,Y,B,3,5,1.1
171.0,11.0,4366070.964799999,4,Q,HD,470.0,124268.69909205804,X,C,1,1,1.2
287.0,1906.0,4366070.964799999,4,Q,HD,173.0,121987.54094895803,Y,A,3,1,B.5
276.0,861.0,4918759.585999998,5,P,ATS,173.0,158870.63698164624,Y,B,3,1,B.2
307.0,1088.0,5302759.515700001,5,D,ATS,1389.0,179059.68690532394,Y,C,1,3,10.2
326.0,806.0,5302759.515700001,4,D,HD,977.0,135167.7485555116,Y,A,1,4,H.1
422.0,1360.0,4918759.585999998,3,P,HD,173.0,135085.90372793935,Y,C,3,2,B.3
287.0,947.0,5302759.515700001,5,D,ATS,1704.0,179059.68690532394,X,A,1,2,J.2
265.0,363.0,5302759.515700001,5,D,ATS,4127.0,186845.22126802395,X,C,3,1,D.4
324.0,161.9,2526612.8516999995,5,C,ATS,2338.44,86550.30719825202,Y,A,1,3,N.1
287.0,947.0,5302759.515700001,5,D,HD,1704.0,154706.41540337398,Y,B,1,5,J.2
352.0,198.0,4366070.964799999,3,Q,HD,1745.0,121588.30884645804,Y,A,3,1,J.1
120.0,1254.0,5302759.515700001,5,D,ATS,3873.0,154371.06043727396,Y,B,1,5,L.7
120.0,56.00000000000001,5302759.515700001,4,D,HD,1941.0,135167.7485555116,Y,D,1,4,B.3
284.0,2578.0,4918759.585999998,3,P,HD,173.0,135413.65154603936,Y,C,3,1,B.5
471.0,258.0,5302759.515700001,3,D,HD,3411.9999999999995,150396.49339386157,Y,C,1,1,34.1
338.0,788.0,4918759.585999998,4,P,HD,353.0,135130.53843563935,X,C,1,2,4.2
338.0,1040.2,2526612.8516999995,5,C,ATS,581.56,86582.24576645202,Y,C,1,2,E.4
544.0,2154.0,4918759.585999998,5,P,ATS,1670.0,158507.31397194625,Y,D,1,4,9.4
162.0,1839.0,4366070.964799999,5,Q,ATS,81.0,144275.2066571641,X,B,1,3,10.1
540.0,604.5,2526612.8516999995,5,C,ATS,2204.51,86582.24576645202,X,C,1,2,5.4
471.0,1053.0,5302759.515700001,5,D,ATS,2909.0,178966.13461792396,Y,A,1,3,30.1
172.0,1833.0,4366070.964799999,5,Q,ATS,627.0,146405.55251546408,Y,C,1,1,D.3
194.5,763.0,5302759.515700001,5,D,ATS,1601.0000000000002,154371.06043727396,Y,A,3,5,13.1
285.0,209.0,5302759.515700001,3,D,HD,2339.0,135167.7485555116,Y,A,3,3,23.1
232.0,842.0,5302759.515700001,5,D,HD,11.0,154706.41540337398,Y,A,1,5,1.2
540.0,604.5,2526612.8516999995,5,C,HD,270.0,87236.98641455201,X,C,1,3,5.1
158.0,745.0,5302759.515700001,5,D,HD,3824.0,154706.41540337398,Y,A,1,5,36.3
544.0,567.0,4918759.585999998,4,P,HD,272.0,123890.88263498934,X,C,1,4,3.1
136.5,835.0,5302759.515700001,3,D,HD,1446.0,150742.49454936158,X,D,3,2,I.2
326.0,504.0,5302759.515700001,3,D,HD,3411.9999999999995,149789.6605980616,X,B,1,1,F.3
190.0,95.0,5302759.515700001,4,D,HD,3564.0,151062.00267141158,Y,A,3,1,35.1
209.5,172.0,5302759.515700001,4,D,HD,2077.0,149789.6605980616,Y,A,1,1,19.1
194.5,763.0,5302759.515700001,5,D,HD,353.0,180243.677345924,Y,C,1,3,3.2
155.0,133.0,4366070.964799999,3,Q,HD,1048.0,121066.64556585804,X,A,1,1,2.2
232.0,468.0,5302759.515700001,4,D,HD,11.0,149182.82780226163,Y,B,1,3,1.1
324.0,1033.3,2526612.8516999995,3,C,HD,416.35,64840.02839625081,Y,A,3,3,D.2
200.0,1471.0,4918759.585999998,4,P,HD,1409.0,123890.88263498934,Y,B,1,4,I.3
276.0,861.0,4918759.585999998,4,P,HD,173.0,123890.88263498934,Y,A,3,4,B.2
120.0,1183.0,5302759.515700001,5,D,ATS,118.0,178966.13461792396,Y,B,1,3,2.4
324.0,1047.1,2526612.8516999995,3,C,HD,2338.44,73613.04291907582,Y,D,3,1,N.2
335.0,904.97,2526612.8516999995,5,C,HD,901.56,87689.11894535202,Y,B,1,1,F.2
443.0,655.0,5302759.515700001,4,D,HD,4167.0,149182.82780226163,X,A,1,3,G.8
120.0,1254.0,5302759.515700001,5,D,HD,1787.0,184959.35766292395,X,A,3,2,L.4
127.0,1079.42,2526612.8516999995,3,C,HD,897.24,71975.57631907582,X,C,1,2,8.1
265.0,947.0,5302759.515700001,3,D,HD,262.0,149789.6605980616,X,B,1,1,J.1
120.0,56.00000000000001,5302759.515700001,5,D,HD,167.0,154706.41540337398,Y,B,1,5,B.1
284.0,2578.0,4918759.585999998,6,P,ATS,173.0,158137.41818964624,Y,D,1,4,B.5
149.0,134.0,4918759.585999998,3,P,HD,1057.0,133936.4556506393,X,A,3,2,2.2
152.0,1732.0,4918759.585999998,6,P,ATS,689.0,139754.11524069624,X,D,1,6,7.1
287.0,1906.0,4366070.964799999,5,Q,ATS,173.0,145851.8006549641,Y,A,3,2,B.5
799.0,2321.0,4918759.585999998,3,P,HD,1297.0,123890.88263498934,Y,B,1,3,H.2
276.0,861.0,4918759.585999998,4,P,HD,1769.0000000000002,123890.88263498934,Y,D,1,4,J.2
422.0,1360.0,4918759.585999998,4,P,HD,173.0,134271.81061673933,Y,A,3,2,B.3
162.0,877.0,4366070.964799999,5,Q,ATS,1837.0,126200.3185371141,Y,B,1,5,6.6
544.0,567.0,4918759.585999998,5,P,ATS,1670.0,139770.08452479623,Y,A,3,5,3.4
292.0,498.00000000000006,5302759.515700001,5,D,ATS,2446.0,185509.12449832397,Y,C,3,2,24.1
122.0,1299.0,5302759.515700001,5,D,ATS,977.0,178966.13461792396,X,A,3,2,M.1
352.0,198.0,4366070.964799999,5,Q,ATS,173.0,145189.5542039641,Y,D,1,4,B.1
388.0,892.38,2526612.8516999995,5,C,HD,1090.36,87689.11894535202,Y,B,1,1,G.2
120.0,2483.0,4366070.964799999,5,Q,ATS,1696.0,144264.5604677641,Y,A,1,4,13.4
136.5,475.0,5302759.515700001,4,D,HD,508.0,151062.00267141158,X,A,3,1,E.1
185.0,229.17,2526612.8516999995,5,C,HD,1297.26,86960.18549015201,Y,B,1,3,H.1
270.0,11.0,4918759.585999998,5,P,ATS,439.0,158737.98500124624,X,C,1,3,1.1
162.0,1932.0,4918759.585999998,3,P,HD,81.0,134940.90584513935,X,B,3,2,8.1
180.0,701.2,2526612.8516999995,5,C,ATS,2137.35,87062.37775385201,Y,B,1,2,M.2
190.0,95.0,5302759.515700001,5,D,HD,1632.0,179636.844550124,Y,B,1,4,14.1
274.0,460.7,2526612.8516999995,5,C,HD,2467.61,87661.31570225202,Y,A,1,1,O.1
388.0,892.38,2526612.8516999995,5,C,ATS,1384.16,86582.24576645202,Y,B,3,2,I.2
364.0,504.0,5302759.515700001,4,D,HD,996.0,150826.84808586157,X,C,1,2,F.1
563.25,655.0,5302759.515700001,3,D,HD,1913.0,135497.78042691157,X,B,3,3,G.4
209.5,1138.0,5302759.515700001,5,D,ATS,2312.0,155818.65140207397,Y,B,3,5,22.1
330.0,1839.0,4366070.964799999,3,Q,HD,349.0,122252.52362085805,X,D,1,1,10.2
120.0,6.9,2526612.8516999995,5,C,ATS,400.51,86944.85752505201,X,A,1,2,1.1
799.0,400.0,4918759.585999998,5,P,HD,645.0,158535.2077832462,Y,C,1,3,D.1
270.0,11.0,4918759.585999998,3,P,HD,439.0,135625.56898913934,X,D,3,2,1.1
209.5,172.0,5302759.515700001,5,D,ATS,2815.0,154339.12186907398,Y,D,3,5,29.1
156.0,689.4,2526612.8516999995,5,C,ATS,1892.96,87588.12614585202,Y,C,1,2,K.3
156.0,519.6,2526612.8516999995,3,C,HD,1892.96,72231.08486467581,Y,D,1,2,K.2
156.0,519.6,2526612.8516999995,5,C,ATS,581.56,86812.29118325202,Y,D,1,2,E.2
284.0,2578.0,4918759.585999998,3,P,HD,173.0,124055.89857068934,Y,D,1,3,B.5
120.0,1254.0,5302759.515700001,5,D,ATS,1438.0,155818.65140207397,Y,B,3,5,L.3
162.0,877.0,4366070.964799999,4,Q,HD,1837.0,111059.95374720804,Y,C,1,4,6.6
470.0,788.0,4918759.585999998,5,P,ATS,971.0,157736.74357824624,X,A,1,3,4.3
190.0,1215.0,5302759.515700001,5,D,ATS,3564.0,179620.22747032394,Y,C,1,4,35.2
200.0,1249.0,4918759.585999998,3,P,HD,533.0,135085.90372793935,Y,C,3,2,C.2
289.0,588.0,4366070.964799999,5,Q,ATS,1393.0,145532.4553274641,Y,B,1,2,I.1
276.0,861.0,4918759.585999998,5,P,HD,1769.0000000000002,158790.71632884623,Y,B,1,2,J.2
570.0,1360.0,4918759.585999998,5,P,ATS,469.00000000000006,158898.21196884624,X,B,1,2,6.1
127.0,129.58,2526612.8516999995,6,C,ATS,1577.27,86507.72244065201,Y,B,3,4,2.3
120.0,1183.0,5302759.515700001,5,D,ATS,118.0,186408.72750262392,Y,C,3,1,2.4
276.0,1859.0,4918759.585999998,4,P,HD,173.0,123890.88263498934,Y,A,3,4,B.4
307.0,1088.0,5302759.515700001,3,D,HD,1389.0,149789.6605980616,Y,B,1,1,10.2
156.0,519.6,2526612.8516999995,5,C,HD,1892.96,87444.58710785201,Y,C,1,2,K.2
284.0,2578.0,4918759.585999998,6,P,ATS,173.0,160151.2151979962,Y,D,1,2,B.5
287.0,588.0,4366070.964799999,5,Q,ATS,1745.0,126200.3185371141,Y,A,1,5,J.2
335.0,304.03,2526612.8516999995,6,C,ATS,901.56,86507.72244065201,Y,B,3,5,F.1
152.0,988.0,4918759.585999998,3,P,HD,695.0,135879.05807993934,X,C,3,1,5.1
799.0,2321.0,4918759.585999998,3,P,HD,1297.0,123890.88263498934,Y,A,1,3,H.2
433.0,11.0,5302759.515700001,3,D,HD,1324.0,149789.6605980616,X,C,1,2,A.1
563.25,655.0,5302759.515700001,3,D,HD,1350.0,135444.5494799116,X,D,3,3,G.3
120.0,11.0,4366070.964799999,5,Q,ATS,222.00000000000003,144275.2066571641,X,A,1,3,1.1
352.0,198.0,4366070.964799999,4,Q,HD,173.0,121066.64556585804,Y,A,1,3,B.1
289.0,1906.0,4366070.964799999,3,Q,HD,525.0,121066.64556585804,Y,B,1,2,C.2
120.0,1183.0,5302759.515700001,3,D,HD,118.0,150396.49339386157,Y,C,1,1,2.4
152.0,1732.0,4918759.585999998,6,P,ATS,1243.0,139754.11524069624,X,D,1,6,7.2
194.5,547.0,5302759.515700001,5,D,HD,353.0,180243.677345924,Y,A,1,3,3.1
185.0,229.17,2526612.8516999995,3,C,HD,1297.26,64840.02839625081,Y,A,3,3,H.1
122.0,927.0,5302759.515700001,4,D,HD,118.0,150188.89270056158,Y,B,3,3,2.3
563.25,655.0,5302759.515700001,5,D,ATS,3029.0,181185.9414049489,X,D,1,3,G.6
742.0,1247.0,4366070.964799999,5,Q,ATS,371.0,144692.69456186413,X,A,1,1,7.1
232.0,468.0,5302759.515700001,5,D,HD,4378.0,181627.944101624,Y,B,3,3,40.1
120.0,56.00000000000001,5302759.515700001,5,D,ATS,2602.0,154371.06043727396,Y,A,3,5,B.5
352.0,1617.0000000000002,4366070.964799999,3,Q,HD,360.0,122180.83326375805,X,B,3,1,8.2
324.0,175.7,2526612.8516999995,5,C,ATS,2058.16,88428.32370485202,Y,B,3,2,L.1
162.0,1932.0,4918759.585999998,3,P,HD,1861.0,124194.29903288934,X,D,3,3,8.5
205.0,878.34,2526612.8516999995,6,C,ATS,2242.81,86989.10565305201,X,D,1,3,7.2
180.0,701.2,2526612.8516999995,5,C,HD,337.16,86859.04669085202,Y,A,1,4,C.2
289.0,588.0,4366070.964799999,4,Q,HD,525.0,111059.95374720804,Y,B,1,4,C.1
494.0,2247.0,4366070.964799999,5,Q,ATS,627.0,148936.0284149641,Y,C,3,1,D.4
155.0,2361.0,4366070.964799999,4,Q,HD,871.0000000000001,121066.64556585804,X,A,1,3,12.1
287.0,947.0,5302759.515700001,5,D,HD,1704.0,181664.94363082395,X,C,1,1,J.2
152.0,988.0,4918759.585999998,4,P,HD,1247.0,134639.10415103936,X,C,1,1,5.2
330.0,655.0,4366070.964799999,5,Q,ATS,1569.0,144221.9757101641,Y,D,1,4,4.3
126.0,877.0,4366070.964799999,3,Q,HD,679.0,121588.30884645804,X,A,3,1,6.3
265.0,947.0,5302759.515700001,3,D,HD,4127.0,135167.7485555116,X,B,1,3,J.4
136.5,835.0,5302759.515700001,4,D,HD,2440.0,152389.86220986157,X,C,1,1,I.3
330.0,655.0,4366070.964799999,5,Q,ATS,1569.0,146157.9211048141,Y,D,3,4,4.3
433.0,11.0,5302759.515700001,5,D,ATS,1324.0,179299.22616682394,X,A,3,1,A.1
471.0,258.0,5302759.515700001,5,D,ATS,3411.9999999999995,154344.44496377397,Y,C,3,5,34.1
324.0,1047.1,2526612.8516999995,5,C,ATS,2338.44,86582.24576645202,Y,B,1,2,N.2
120.0,1202.1,2526612.8516999995,5,C,HD,400.51,87444.58710785201,X,B,1,2,9.1
200.0,1249.0,4918759.585999998,5,P,ATS,533.0,157715.45119944622,Y,B,1,4,C.2
289.0,588.0,4366070.964799999,3,Q,HD,525.0,111059.95374720804,Y,B,1,3,C.1
307.0,1090.0,5302759.515700001,3,D,HD,565.0,149182.82780226163,Y,A,3,2,5.4
742.0,1247.0,4366070.964799999,5,Q,HD,371.0,144690.40804376412,Y,A,1,4,7.1
324.0,175.7,2526612.8516999995,3,C,HD,2058.16,72098.00749717581,Y,A,3,1,L.1
352.0,1617.0000000000002,4366070.964799999,4,Q,HD,1558.0,122577.17971905804,X,D,1,3,8.5
180.0,701.2,2526612.8516999995,5,C,HD,2137.35,74346.79139682701,Y,A,1,5,M.2
422.0,1360.0,4918759.585999998,4,P,HD,1769.0000000000002,124055.89857068934,Y,C,1,4,J.3
298.0,303.0,5302759.515700001,5,D,ATS,1137.0,186573.74343832396,X,B,3,1,C.1
120.0,56.00000000000001,5302759.515700001,5,D,ATS,167.0,186408.72750262392,X,C,3,1,B.1
274.0,748.3,2526612.8516999995,5,C,ATS,2467.61,86812.29118325202,Y,D,1,2,O.2
433.0,11.0,5302759.515700001,3,D,HD,1324.0,135167.7485555116,X,A,3,3,A.1
287.0,588.0,4366070.964799999,4,Q,HD,173.0,121258.27697505803,Y,A,3,3,B.2
209.5,172.0,5302759.515700001,5,D,ATS,380.0,179227.76251852393,Y,D,1,2,4.1
136.5,835.0,5302759.515700001,4,D,HD,508.0,135167.7485555116,Y,B,1,4,I.1
152.0,988.0,4918759.585999998,5,P,HD,1247.0,158231.7913853462,X,A,1,3,5.2
338.0,1040.2,2526612.8516999995,5,C,ATS,581.56,86277.17292365202,Y,C,3,4,E.4
270.0,2709.0,4918759.585999998,5,P,ATS,439.0,157715.45119944622,Y,B,1,4,11.1
433.0,1299.0,5302759.515700001,5,D,HD,3065.0,180462.72048892395,X,B,1,3,M.2
274.0,748.3,2526612.8516999995,5,C,HD,2467.61,87614.92613825202,Y,C,1,1,O.2
298.0,303.0,5302759.515700001,5,D,ATS,1137.0,184534.99816822392,X,B,3,3,C.1
298.0,1007.0,5302759.515700001,5,D,HD,3252.0000000000005,180994.23369862395,X,B,1,1,K.1
185.0,229.17,2526612.8516999995,5,C,ATS,1297.26,87138.15230465202,Y,D,1,1,H.1
799.0,400.0,4918759.585999998,5,P,HD,645.0,139929.7773657962,Y,A,1,5,D.1
120.0,6.9,2526612.8516999995,5,C,ATS,2074.01,88715.66063675203,X,C,3,2,1.2
265.0,947.0,5302759.515700001,4,D,HD,4127.0,150396.49339386157,X,D,1,2,J.4
227.5,504.0,5302759.515700001,4,D,HD,1529.0,149182.82780226163,X,A,1,3,F.2
288.0,363.0,4366070.964799999,4,Q,HD,328.0,111059.95374720804,Y,A,3,4,3.1
224.0,2154.0,4918759.585999998,3,P,HD,848.0,124055.89857068934,X,B,3,3,9.2
205.0,878.34,2526612.8516999995,6,C,ATS,2242.81,86507.72244065201,Y,D,1,5,7.2
540.0,604.5,2526612.8516999995,4,C,HD,1664.51,72055.4227395758,X,A,1,2,5.3
190.0,1215.0,5302759.515700001,5,D,ATS,1129.0,181185.9414049489,Y,D,1,3,8.1
265.0,363.0,5302759.515700001,5,D,ATS,262.0,179334.22441252394,X,A,1,1,D.1
120.0,1183.0,5302759.515700001,3,D,HD,4271.0,149789.6605980616,Y,C,1,2,39.4
289.0,588.0,4366070.964799999,3,Q,HD,1393.0,111389.98561860804,Y,C,3,3,I.1
190.0,1215.0,5302759.515700001,3,D,HD,3564.0,149512.8596736616,Y,B,1,2,35.2
324.0,1047.1,2526612.8516999995,5,C,HD,2338.44,87661.31570225202,Y,A,1,1,N.2
324.0,161.9,2526612.8516999995,6,C,ATS,136.08,74171.12927172701,Y,D,1,6,B.1
127.0,1079.42,2526612.8516999995,4,C,HD,897.24,64840.02839625081,Y,D,1,4,8.1
155.0,2361.0,4366070.964799999,3,Q,HD,871.0000000000001,111059.95374720804,X,C,1,3,12.1
158.0,565.0,5302759.515700001,5,D,ATS,3000.0,178966.13461792396,Y,B,1,4,31.2
158.0,745.0,5302759.515700001,5,D,ATS,1389.0,182015.13938437396,Y,D,1,2,10.1
209.5,1138.0,5302759.515700001,5,D,HD,380.0,180509.83208092395,Y,A,3,4,4.2
335.0,304.03,2526612.8516999995,5,C,HD,1572.96,87135.84761525202,Y,B,1,3,J.1
284.0,142.0,4918759.585999998,4,P,HD,173.0,134500.70368883933,Y,A,1,1,B.1
162.0,788.0,4918759.585999998,5,P,HD,1861.0,158199.85281714622,X,C,1,4,4.5
335.0,304.03,2526612.8516999995,5,C,ATS,901.56,88715.66063675203,Y,C,3,2,F.1
127.0,1079.42,2526612.8516999995,4,C,HD,897.24,72465.30103147581,X,D,1,1,8.1
287.0,947.0,5302759.515700001,5,D,HD,1704.0,179636.844550124,Y,A,1,4,J.2
232.0,842.0,5302759.515700001,3,D,HD,11.0,135774.5813513116,Y,C,3,3,1.2
777.0,2332.0,4918759.585999998,4,P,HD,971.0,123890.88263498934,Y,C,1,4,F.2
162.0,877.0,4366070.964799999,3,Q,HD,81.0,121634.69841045803,X,B,1,1,6.1
352.0,1617.0000000000002,4366070.964799999,5,Q,ATS,1558.0,149718.07142036408,X,B,3,1,8.5
540.0,604.5,2526612.8516999995,5,C,ATS,270.0,74192.42165052702,Y,A,3,5,5.1
274.0,460.7,2526612.8516999995,5,C,ATS,2467.61,86550.30719825202,Y,A,1,3,O.1
169.0,434.5,2526612.8516999995,5,C,ATS,503.96,86550.30719825202,Y,B,1,4,4.1
352.0,198.0,4366070.964799999,5,Q,ATS,1745.0,146405.2426328641,Y,B,1,1,J.1
280.0,129.58,2526612.8516999995,4,C,HD,1237.26,72619.67077777581,X,A,3,1,2.2
127.0,1079.42,2526612.8516999995,4,C,HD,897.24,72231.08486467581,X,B,3,3,8.1
171.0,2483.0,4366070.964799999,3,Q,HD,470.0,124742.72743095804,X,D,3,1,13.2
494.0,2247.0,4366070.964799999,5,Q,HD,627.0,126413.24232511412,Y,A,3,5,D.4
162.0,1617.0000000000002,4366070.964799999,4,Q,HD,81.0,111059.95374720804,Y,B,1,4,8.1
338.0,788.0,4918759.585999998,6,P,ATS,1589.0,157683.51263124624,Y,B,3,5,4.4
298.0,303.0,5302759.515700001,3,D,HD,1137.0,135444.5494799116,X,D,3,3,C.1
172.0,1833.0,4366070.964799999,5,Q,ATS,1291.0,126200.3185371141,Y,B,1,5,H.3
180.0,701.2,2526612.8516999995,4,C,HD,337.16,72529.17816787581,Y,B,3,2,C.2
162.0,1617.0000000000002,4366070.964799999,5,Q,ATS,81.0,144243.2680889641,Y,A,3,4,8.1
289.0,1906.0,4366070.964799999,5,Q,ATS,1393.0,144621.58206836408,Y,B,1,3,I.2
470.0,1932.0,4918759.585999998,3,P,HD,971.0,134133.41015453934,X,A,1,1,8.3
422.0,1360.0,4918759.585999998,5,P,ATS,1769.0000000000002,157736.74357824624,Y,C,1,3,J.3
127.0,1079.42,2526612.8516999995,5,C,HD,897.24,87268.92498275201,X,B,1,2,8.1
122.0,313.0,5302759.515700001,3,D,HD,118.0,151381.03272786157,Y,D,1,1,2.2
136.5,475.0,5302759.515700001,4,D,HD,2943.0,149553.1810140616,X,B,1,2,E.3
265.0,363.0,5302759.515700001,5,D,ATS,4127.0,179334.22441252394,X,C,1,1,D.4
120.0,56.00000000000001,5302759.515700001,5,D,ATS,1941.0,180466.83701332397,X,A,3,2,B.3
284.0,142.0,4918759.585999998,3,P,HD,1769.0000000000002,123890.88263498934,Y,C,1,3,J.1
494.0,247.00000000000003,4366070.964799999,4,Q,HD,627.0,121066.64556585804,Y,B,1,3,D.1
194.5,763.0,5302759.515700001,3,D,HD,1601.0000000000002,151197.79395006158,Y,C,3,2,13.1
289.0,1906.0,4366070.964799999,5,Q,ATS,1393.0,144264.5604677641,Y,C,1,4,I.2
180.0,701.2,2526612.8516999995,5,C,ATS,2137.35,86550.30719825202,Y,D,1,3,M.2
307.0,221.0,5302759.515700001,5,D,ATS,3824.0,154439.45454887397,Y,D,1,5,36.1
162.0,877.0,4366070.964799999,5,Q,HD,1837.0,144690.40804376412,Y,A,1,4,6.6
120.0,56.00000000000001,5302759.515700001,5,D,ATS,2602.0,186807.9596051239,X,D,3,1,B.5
352.0,1617.0000000000002,4366070.964799999,3,Q,HD,360.0,123002.63486805806,X,D,3,1,8.2
209.5,1138.0,5302759.515700001,3,D,HD,4009.000000000001,154024.6797306616,Y,B,3,1,37.2
190.0,1215.0,5302759.515700001,5,D,HD,825.0,154706.41540337398,Y,C,1,5,6.2
307.0,221.0,5302759.515700001,3,D,HD,1892.0,151365.2966292616,Y,C,3,1,16.1
190.0,1215.0,5302759.515700001,5,D,HD,1129.0,180243.677345924,Y,C,1,3,8.1
