soil_class,Direction,Story Area,stories,D+0.25L,L cm,architectural_archetype,connection_system,xi cm,seismic_zone,Wall,Story,yi cm
D,X,5302759.515700001,3,151936.3714910866,265.0,D,HD,4127.0,3,D.4,1,363.0
B,X,5302759.515700001,5,181437.31462544893,136.5,D,ATS,3881.0,1,I.4,1,835.0
B,X,4918759.585999998,5,158199.85281714622,270.0,P,HD,1503.0,1,1.2,4,11.0
C,Y,5302759.515700001,4,149512.8596736616,285.0,D,HD,2553.0,1,26.1,3,199.0
A,Y,5302759.515700001,4,150396.49339386157,307.0,D,HD,3824.0,3,36.1,2,221.0
C,Y,5302759.515700001,5,183878.44837934893,223.0,D,ATS,1297.0,3,9.1,3,404.0
D,Y,4366070.964799999,3,124742.72743095804,289.0,Q,HD,525.0,3,C.1,1,588.0
B,Y,4918759.585999998,3,124055.89857068934,722.0,P,HD,765.0,3,E.1,3,1360.0
A,Y,4366070.964799999,4,121258.27697505803,287.0,Q,HD,1745.0,3,J.5,3,1906.0
A,X,4918759.585999998,3,123890.88263498934,270.0,P,HD,1503.0,3,1.2,3,11.0
A,Y,4366070.964799999,4,121258.27697505803,352.0,Q,HD,1745.0,3,J.1,3,198.0
D,Y,2526612.8516999995,6,87212.67563045202,388.0,C,ATS,1384.16,1,I.1,2,316.62
A,X,4918759.585999998,3,134271.81061673933,270.0,P,HD,439.0,3,11.1,1,2709.0
A,Y,5302759.515700001,5,179299.22616682394,190.0,D,ATS,1129.0,3,8.1,1,1215.0
B,X,5302759.515700001,5,181437.31462544893,433.0,D,ATS,3065.0,1,M.2,1,1299.0
B,X,5302759.515700001,5,179600.37914752393,563.25,D,ATS,1913.0,3,G.4,1,655.0
A,Y,5302759.515700001,5,179636.844550124,158.0,D,HD,2497.0,1,25.1,4,745.0
C,X,4918759.585999998,5,158199.85281714622,152.0,P,HD,1247.0,1,5.2,4,988.0
A,X,4366070.964799999,5,145574.0417639641,162.0,Q,HD,1837.0,3,10.4,3,1839.0
D,X,5302759.515700001,4,135350.9873333116,122.0,D,HD,3411.9999999999995,1,A.2,4,11.0
A,Y,4366070.964799999,4,111059.95374720804,725.0,Q,HD,959.0,1,F.1,4,362.0
B,Y,4366070.964799999,5,126413.24232511412,195.0,Q,HD,173.0,1,B.4,5,1595.0
A,X,4366070.964799999,4,121258.27697505803,126.0,Q,HD,679.0,1,6.3,2,877.0
C,X,4918759.585999998,5,139770.08452479623,470.0,P,ATS,971.0,1,4.3,5,788.0
C,X,4366070.964799999,5,149754.6720458641,120.0,Q,ATS,1696.0,3,13.4,1,2483.0
A,X,4918759.585999998,5,158735.85835404624,470.0,P,ATS,971.0,1,4.3,1,788.0
A,X,4366070.964799999,3,121066.64556585804,288.0,Q,HD,1590.0,1,3.2,2,363.0
A,X,5302759.515700001,5,181335.58357372397,136.5,D,HD,1446.0,1,I.2,1,835.0
C,Y,4918759.585999998,5,160563.93815319624,799.0,P,ATS,645.0,3,D.2,3,2321.0
C,X,4366070.964799999,5,144646.30499786412,352.0,Q,ATS,1558.0,1,8.5,1,1617.0000000000002
A,Y,4366070.964799999,3,121066.64556585804,762.0,Q,HD,1165.0,1,G.1,2,1247.0
D,Y,2526612.8516999995,5,88625.42575565202,324.0,C,ATS,416.35,3,D.2,2,1033.3
B,Y,5302759.515700001,5,180749.33012909893,158.0,D,ATS,3824.0,1,36.3,2,745.0
B,Y,2526612.8516999995,5,74192.42165052702,338.0,C,ATS,581.56,1,E.4,5,1040.2
A,X,4918759.585999998,5,139929.7773657962,162.0,P,HD,1861.0,3,8.5,5,1932.0
A,X,4366070.964799999,5,145978.5969611641,352.0,Q,HD,1558.0,3,8.5,2,1617.0000000000002
A,Y,5302759.515700001,5,178966.13461792396,190.0,D,ATS,825.0,1,6.1,4,95.0
B,X,5302759.515700001,5,179059.68690532394,120.0,D,ATS,2290.0,3,B.4,4,56.00000000000001
D,X,4918759.585999998,3,135094.23043913936,338.0,P,HD,1589.0,1,8.4,1,1932.0
A,X,2526612.8516999995,5,87570.82309235202,540.0,C,HD,810.0,3,5.2,3,604.5
B,X,5302759.515700001,5,185237.64666862396,136.5,D,ATS,1949.0,3,E.2,2,475.0
C,Y,5302759.515700001,4,149512.8596736616,190.0,D,HD,3260.0,1,33.1,3,95.0
D,X,5302759.515700001,4,151019.2954737616,136.5,D,HD,508.0,1,E.1,1,475.0
A,X,4918759.585999998,4,134500.70368883933,570.0,P,HD,469.00000000000006,1,6.1,1,1360.0
B,X,4366070.964799999,5,126173.7030636141,642.0,Q,ATS,959.0,3,9.1,5,1757.9999999999998
A,Y,4918759.585999998,4,134271.81061673933,276.0,P,HD,1769.0000000000002,3,J.4,2,1859.0
A,Y,5302759.515700001,5,179636.844550124,265.0,D,HD,4127.0,1,J.4,4,947.0
A,Y,2526612.8516999995,5,87391.50462545201,180.0,C,ATS,337.16,3,C.1,3,505.3
A,X,5302759.515700001,5,154371.06043727396,120.0,D,ATS,3873.0,1,L.7,5,1254.0
B,X,5302759.515700001,5,154371.06043727396,298.0,D,ATS,3252.0000000000005,3,K.1,5,1007.0
C,Y,5302759.515700001,4,150396.49339386157,190.0,D,HD,3564.0,1,35.2,1,1215.0
C,Y,2526612.8516999995,5,88067.45302715202,388.0,C,ATS,1090.36,3,G.2,3,892.38
A,Y,4366070.964799999,5,144690.40804376412,494.0,Q,HD,1291.0,1,H.4,4,2247.0
D,X,5302759.515700001,5,182283.218876324,287.0,D,HD,2206.0,1,D.2,2,363.0
C,Y,5302759.515700001,4,135167.7485555116,120.0,D,HD,4271.0,1,39.4,4,1183.0
B,X,5302759.515700001,4,149182.82780226163,136.5,D,HD,2440.0,1,I.3,3,835.0
C,X,4366070.964799999,4,124268.69909205804,155.0,Q,HD,1048.0,1,2.2,1,133.0
A,Y,5302759.515700001,5,182851.70295532397,122.0,D,HD,4271.0,3,39.3,3,997.0
B,X,4918759.585999998,6,157872.51960924623,270.0,P,ATS,439.0,3,1.1,5,11.0
C,X,4366070.964799999,4,124268.69909205804,171.0,Q,HD,470.0,1,1.2,1,11.0
A,Y,4366070.964799999,4,121987.54094895803,287.0,Q,HD,173.0,3,B.5,1,1906.0
B,Y,4918759.585999998,5,158870.63698164624,276.0,P,ATS,173.0,3,B.2,1,861.0
C,Y,5302759.515700001,5,179059.68690532394,307.0,D,ATS,1389.0,1,10.2,3,1088.0
A,X,5302759.515700001,4,135167.7485555116,326.0,D,HD,977.0,1,H.1,4,806.0
C,Y,4918759.585999998,3,135085.90372793935,422.0,P,HD,173.0,3,B.3,2,1360.0
A,X,5302759.515700001,5,179059.68690532394,287.0,D,ATS,1704.0,1,J.2,2,947.0
C,X,5302759.515700001,5,186845.22126802395,265.0,D,ATS,4127.0,3,D.4,1,363.0
A,Y,2526612.8516999995,5,86550.30719825202,324.0,C,ATS,2338.44,1,N.1,3,161.9
B,Y,5302759.515700001,5,154706.41540337398,287.0,D,HD,1704.0,1,J.2,5,947.0
A,Y,4366070.964799999,3,121588.30884645804,352.0,Q,HD,1745.0,3,J.1,1,198.0
B,X,5302759.515700001,5,154371.06043727396,120.0,D,ATS,3873.0,1,L.7,5,1254.0
D,X,5302759.515700001,4,135167.7485555116,120.0,D,HD,1941.0,1,B.3,4,56.00000000000001
C,Y,4918759.585999998,3,135413.65154603936,284.0,P,HD,173.0,3,B.5,1,2578.0
C,Y,5302759.515700001,3,150396.49339386157,471.0,D,HD,3411.9999999999995,1,34.1,1,258.0
C,X,4918759.585999998,4,135130.53843563935,338.0,P,HD,353.0,1,4.2,2,788.0
C,Y,2526612.8516999995,5,86582.24576645202,338.0,C,ATS,581.56,1,E.4,2,1040.2
D,X,4918759.585999998,5,158507.31397194625,544.0,P,ATS,1670.0,1,9.4,4,2154.0
B,X,4366070.964799999,5,144275.2066571641,162.0,Q,ATS,81.0,1,10.1,3,1839.0
C,X,2526612.8516999995,5,86582.24576645202,540.0,C,ATS,2204.51,1,5.4,2,604.5
A,Y,5302759.515700001,5,178966.13461792396,471.0,D,ATS,2909.0,1,30.1,3,1053.0
C,Y,4366070.964799999,5,146405.55251546408,172.0,Q,ATS,627.0,1,D.3,1,1833.0
A,Y,5302759.515700001,5,154371.06043727396,194.5,D,ATS,1601.0000000000002,3,13.1,5,763.0
A,Y,5302759.515700001,3,135167.7485555116,285.0,D,HD,2339.0,3,23.1,3,209.0
A,Y,5302759.515700001,5,154706.41540337398,232.0,D,HD,11.0,1,1.2,5,842.0
C,X,2526612.8516999995,5,87236.98641455201,540.0,C,HD,270.0,1,5.1,3,604.5
A,Y,5302759.515700001,5,154706.41540337398,158.0,D,HD,3824.0,1,36.3,5,745.0
C,X,4918759.585999998,4,123890.88263498934,544.0,P,HD,272.0,1,3.1,4,567.0
D,X,5302759.515700001,3,150742.49454936158,136.5,D,HD,1446.0,3,I.2,2,835.0
B,X,5302759.515700001,3,149789.6605980616,326.0,D,HD,3411.9999999999995,1,F.3,1,504.0
A,Y,5302759.515700001,4,151062.00267141158,190.0,D,HD,3564.0,3,35.1,1,95.0
A,Y,5302759.515700001,4,149789.6605980616,209.5,D,HD,2077.0,1,19.1,1,172.0
C,Y,5302759.515700001,5,180243.677345924,194.5,D,HD,353.0,1,3.2,3,763.0
A,X,4366070.964799999,3,121066.64556585804,155.0,Q,HD,1048.0,1,2.2,1,133.0
B,Y,5302759.515700001,4,149182.82780226163,232.0,D,HD,11.0,1,1.1,3,468.0
A,Y,2526612.8516999995,3,64840.02839625081,324.0,C,HD,416.35,3,D.2,3,1033.3
B,Y,4918759.585999998,4,123890.88263498934,200.0,P,HD,1409.0,1,I.3,4,1471.0
A,Y,4918759.585999998,4,123890.88263498934,276.0,P,HD,173.0,3,B.2,4,861.0
B,Y,5302759.515700001,5,178966.13461792396,120.0,D,ATS,118.0,1,2.4,3,1183.0
D,Y,2526612.8516999995,3,73613.04291907582,324.0,C,HD,2338.44,3,N.2,1,1047.1
B,Y,2526612.8516999995,5,87689.11894535202,335.0,C,HD,901.56,1,F.2,1,904.97
A,X,5302759.515700001,4,149182.82780226163,443.0,D,HD,4167.0,1,G.8,3,655.0
A,X,5302759.515700001,5,184959.35766292395,120.0,D,HD,1787.0,3,L.4,2,1254.0
C,X,2526612.8516999995,3,71975.57631907582,127.0,C,HD,897.24,1,8.1,2,1079.42
B,X,5302759.515700001,3,149789.6605980616,265.0,D,HD,262.0,1,J.1,1,947.0
B,Y,5302759.515700001,5,154706.41540337398,120.0,D,HD,167.0,1,B.1,5,56.00000000000001
D,Y,4918759.585999998,6,158137.41818964624,284.0,P,ATS,173.0,1,B.5,4,2578.0
A,X,4918759.585999998,3,133936.4556506393,149.0,P,HD,1057.0,3,2.2,2,134.0
D,X,4918759.585999998,6,139754.11524069624,152.0,P,ATS,689.0,1,7.1,6,1732.0
A,Y,4366070.964799999,5,145851.8006549641,287.0,Q,ATS,173.0,3,B.5,2,1906.0
B,Y,4918759.585999998,3,123890.88263498934,799.0,P,HD,1297.0,1,H.2,3,2321.0
D,Y,4918759.585999998,4,123890.88263498934,276.0,P,HD,1769.0000000000002,1,J.2,4,861.0
A,Y,4918759.585999998,4,134271.81061673933,422.0,P,HD,173.0,3,B.3,2,1360.0
B,X,4366070.964799999,5,126200.3185371141,162.0,Q,ATS,1837.0,1,6.6,5,877.0
A,X,4918759.585999998,5,139770.08452479623,544.0,P,ATS,1670.0,3,3.4,5,567.0
C,Y,5302759.515700001,5,185509.12449832397,292.0,D,ATS,2446.0,3,24.1,2,498.00000000000006
A,X,5302759.515700001,5,178966.13461792396,122.0,D,ATS,977.0,3,M.1,2,1299.0
D,Y,4366070.964799999,5,145189.5542039641,352.0,Q,ATS,173.0,1,B.1,4,198.0
B,Y,2526612.8516999995,5,87689.11894535202,388.0,C,HD,1090.36,1,G.2,1,892.38
A,X,4366070.964799999,5,144264.5604677641,120.0,Q,ATS,1696.0,1,13.4,4,2483.0
A,X,5302759.515700001,4,151062.00267141158,136.5,D,HD,508.0,3,E.1,1,475.0
B,Y,2526612.8516999995,5,86960.18549015201,185.0,C,HD,1297.26,1,H.1,3,229.17
C,X,4918759.585999998,5,158737.98500124624,270.0,P,ATS,439.0,1,1.1,3,11.0
B,X,4918759.585999998,3,134940.90584513935,162.0,P,HD,81.0,3,8.1,2,1932.0
B,Y,2526612.8516999995,5,87062.37775385201,180.0,C,ATS,2137.35,1,M.2,2,701.2
B,Y,5302759.515700001,5,179636.844550124,190.0,D,HD,1632.0,1,14.1,4,95.0
A,Y,2526612.8516999995,5,87661.31570225202,274.0,C,HD,2467.61,1,O.1,1,460.7
B,Y,2526612.8516999995,5,86582.24576645202,388.0,C,ATS,1384.16,3,I.2,2,892.38
C,X,5302759.515700001,4,150826.84808586157,364.0,D,HD,996.0,1,F.1,2,504.0
B,X,5302759.515700001,3,135497.78042691157,563.25,D,HD,1913.0,3,G.4,3,655.0
B,Y,5302759.515700001,5,155818.65140207397,209.5,D,ATS,2312.0,3,22.1,5,1138.0
D,X,4366070.964799999,3,122252.52362085805,330.0,Q,HD,349.0,1,10.2,1,1839.0
A,X,2526612.8516999995,5,86944.85752505201,120.0,C,ATS,400.51,1,1.1,2,6.9
C,Y,4918759.585999998,5,158535.2077832462,799.0,P,HD,645.0,1,D.1,3,400.0
D,X,4918759.585999998,3,135625.56898913934,270.0,P,HD,439.0,3,1.1,2,11.0
D,Y,5302759.515700001,5,154339.12186907398,209.5,D,ATS,2815.0,3,29.1,5,172.0
C,Y,2526612.8516999995,5,87588.12614585202,156.0,C,ATS,1892.96,1,K.3,2,689.4
D,Y,2526612.8516999995,3,72231.08486467581,156.0,C,HD,1892.96,1,K.2,2,519.6
D,Y,2526612.8516999995,5,86812.29118325202,156.0,C,ATS,581.56,1,E.2,2,519.6
D,Y,4918759.585999998,3,124055.89857068934,284.0,P,HD,173.0,1,B.5,3,2578.0
B,X,5302759.515700001,5,155818.65140207397,120.0,D,ATS,1438.0,3,L.3,5,1254.0
C,X,4366070.964799999,4,111059.95374720804,162.0,Q,HD,1837.0,1,6.6,4,877.0
A,X,4918759.585999998,5,157736.74357824624,470.0,P,ATS,971.0,1,4.3,3,788.0
C,Y,5302759.515700001,5,179620.22747032394,190.0,D,ATS,3564.0,1,35.2,4,1215.0
C,Y,4918759.585999998,3,135085.90372793935,200.0,P,HD,533.0,3,C.2,2,1249.0
B,Y,4366070.964799999,5,145532.4553274641,289.0,Q,ATS,1393.0,1,I.1,2,588.0
B,Y,4918759.585999998,5,158790.71632884623,276.0,P,HD,1769.0000000000002,1,J.2,2,861.0
B,X,4918759.585999998,5,158898.21196884624,570.0,P,ATS,469.00000000000006,1,6.1,2,1360.0
B,X,2526612.8516999995,6,86507.72244065201,127.0,C,ATS,1577.27,3,2.3,4,129.58
C,Y,5302759.515700001,5,186408.72750262392,120.0,D,ATS,118.0,3,2.4,1,1183.0
A,Y,4918759.585999998,4,123890.88263498934,276.0,P,HD,173.0,3,B.4,4,1859.0
B,Y,5302759.515700001,3,149789.6605980616,307.0,D,HD,1389.0,1,10.2,1,1088.0
C,Y,2526612.8516999995,5,87444.58710785201,156.0,C,HD,1892.96,1,K.2,2,519.6
D,Y,4918759.585999998,6,160151.2151979962,284.0,P,ATS,173.0,1,B.5,2,2578.0
A,Y,4366070.964799999,5,126200.3185371141,287.0,Q,ATS,1745.0,1,J.2,5,588.0
B,Y,2526612.8516999995,6,86507.72244065201,335.0,C,ATS,901.56,3,F.1,5,304.03
C,X,4918759.585999998,3,135879.05807993934,152.0,P,HD,695.0,3,5.1,1,988.0
A,Y,4918759.585999998,3,123890.88263498934,799.0,P,HD,1297.0,1,H.2,3,2321.0
C,X,5302759.515700001,3,149789.6605980616,433.0,D,HD,1324.0,1,A.1,2,11.0
D,X,5302759.515700001,3,135444.5494799116,563.25,D,HD,1350.0,3,G.3,3,655.0
A,X,4366070.964799999,5,144275.2066571641,120.0,Q,ATS,222.00000000000003,1,1.1,3,11.0
A,Y,4366070.964799999,4,121066.64556585804,352.0,Q,HD,173.0,1,B.1,3,198.0
B,Y,4366070.964799999,3,121066.64556585804,289.0,Q,HD,525.0,1,C.2,2,1906.0
C,Y,5302759.515700001,3,150396.49339386157,120.0,D,HD,118.0,1,2.4,1,1183.0
D,X,4918759.585999998,6,139754.11524069624,152.0,P,ATS,1243.0,1,7.2,6,1732.0
A,Y,5302759.515700001,5,180243.677345924,194.5,D,HD,353.0,1,3.1,3,547.0
A,Y,2526612.8516999995,3,64840.02839625081,185.0,C,HD,1297.26,3,H.1,3,229.17
B,Y,5302759.515700001,4,150188.89270056158,122.0,D,HD,118.0,3,2.3,3,927.0
D,X,5302759.515700001,5,181185.9414049489,563.25,D,ATS,3029.0,1,G.6,3,655.0
A,X,4366070.964799999,5,144692.69456186413,742.0,Q,ATS,371.0,1,7.1,1,1247.0
B,Y,5302759.515700001,5,181627.944101624,232.0,D,HD,4378.0,3,40.1,3,468.0
A,X,5302759.515700001,5,154371.06043727396,120.0,D,ATS,2602.0,3,B.5,5,56.00000000000001
B,X,4366070.964799999,3,122180.83326375805,352.0,Q,HD,360.0,3,8.2,1,1617.0000000000002
B,Y,2526612.8516999995,5,88428.32370485202,324.0,C,ATS,2058.16,3,L.1,2,175.7
D,X,4918759.585999998,3,124194.29903288934,162.0,P,HD,1861.0,3,8.5,3,1932.0
D,X,2526612.8516999995,6,86989.10565305201,205.0,C,ATS,2242.81,1,7.2,3,878.34
A,Y,2526612.8516999995,5,86859.04669085202,180.0,C,HD,337.16,1,C.2,4,701.2
B,Y,4366070.964799999,4,111059.95374720804,289.0,Q,HD,525.0,1,C.1,4,588.0
C,Y,4366070.964799999,5,148936.0284149641,494.0,Q,ATS,627.0,3,D.4,1,2247.0
A,X,4366070.964799999,4,121066.64556585804,155.0,Q,HD,871.0000000000001,1,12.1,3,2361.0
C,X,5302759.515700001,5,181664.94363082395,287.0,D,HD,1704.0,1,J.2,1,947.0
C,X,4918759.585999998,4,134639.10415103936,152.0,P,HD,1247.0,1,5.2,1,988.0
D,X,4366070.964799999,5,144221.9757101641,330.0,Q,ATS,1569.0,1,4.3,4,655.0
A,X,4366070.964799999,3,121588.30884645804,126.0,Q,HD,679.0,3,6.3,1,877.0
B,X,5302759.515700001,3,135167.7485555116,265.0,D,HD,4127.0,1,J.4,3,947.0
C,X,5302759.515700001,4,152389.86220986157,136.5,D,HD,2440.0,1,I.3,1,835.0
D,X,4366070.964799999,5,146157.9211048141,330.0,Q,ATS,1569.0,3,4.3,4,655.0
A,X,5302759.515700001,5,179299.22616682394,433.0,D,ATS,1324.0,3,A.1,1,11.0
C,Y,5302759.515700001,5,154344.44496377397,471.0,D,ATS,3411.9999999999995,3,34.1,5,258.0
B,Y,2526612.8516999995,5,86582.24576645202,324.0,C,ATS,2338.44,1,N.2,2,1047.1
B,X,2526612.8516999995,5,87444.58710785201,120.0,C,HD,400.51,1,9.1,2,1202.1
B,Y,4918759.585999998,5,157715.45119944622,200.0,P,ATS,533.0,1,C.2,4,1249.0
B,Y,4366070.964799999,3,111059.95374720804,289.0,Q,HD,525.0,1,C.1,3,588.0
A,Y,5302759.515700001,3,149182.82780226163,307.0,D,HD,565.0,3,5.4,2,1090.0
A,X,4366070.964799999,5,144690.40804376412,742.0,Q,HD,371.0,1,7.1,4,1247.0
A,Y,2526612.8516999995,3,72098.00749717581,324.0,C,HD,2058.16,3,L.1,1,175.7
D,X,4366070.964799999,4,122577.17971905804,352.0,Q,HD,1558.0,1,8.5,3,1617.0000000000002
A,Y,2526612.8516999995,5,74346.79139682701,180.0,C,HD,2137.35,1,M.2,5,701.2
C,Y,4918759.585999998,4,124055.89857068934,422.0,P,HD,1769.0000000000002,1,J.3,4,1360.0
B,X,5302759.515700001,5,186573.74343832396,298.0,D,ATS,1137.0,3,C.1,1,303.0
C,X,5302759.515700001,5,186408.72750262392,120.0,D,ATS,167.0,3,B.1,1,56.00000000000001
D,Y,2526612.8516999995,5,86812.29118325202,274.0,C,ATS,2467.61,1,O.2,2,748.3
A,X,5302759.515700001,3,135167.7485555116,433.0,D,HD,1324.0,3,A.1,3,11.0
A,Y,4366070.964799999,4,121258.27697505803,287.0,Q,HD,173.0,3,B.2,3,588.0
D,Y,5302759.515700001,5,179227.76251852393,209.5,D,ATS,380.0,1,4.1,2,172.0
B,X,5302759.515700001,4,135167.7485555116,136.5,D,HD,508.0,1,I.1,4,835.0
A,X,4918759.585999998,5,158231.7913853462,152.0,P,HD,1247.0,1,5.2,3,988.0
C,Y,2526612.8516999995,5,86277.17292365202,338.0,C,ATS,581.56,3,E.4,4,1040.2
B,X,4918759.585999998,5,157715.45119944622,270.0,P,ATS,439.0,1,11.1,4,2709.0
B,X,5302759.515700001,5,180462.72048892395,433.0,D,HD,3065.0,1,M.2,3,1299.0
C,Y,2526612.8516999995,5,87614.92613825202,274.0,C,HD,2467.61,1,O.2,1,748.3
B,X,5302759.515700001,5,184534.99816822392,298.0,D,ATS,1137.0,3,C.1,3,303.0
B,X,5302759.515700001,5,180994.23369862395,298.0,D,HD,3252.0000000000005,1,K.1,1,1007.0
D,Y,2526612.8516999995,5,87138.15230465202,185.0,C,ATS,1297.26,1,H.1,1,229.17
A,Y,4918759.585999998,5,139929.7773657962,799.0,P,HD,645.0,1,D.1,5,400.0
C,X,2526612.8516999995,5,88715.66063675203,120.0,C,ATS,2074.01,3,1.2,2,6.9
D,X,5302759.515700001,4,150396.49339386157,265.0,D,HD,4127.0,1,J.4,2,947.0
A,X,5302759.515700001,4,149182.82780226163,227.5,D,HD,1529.0,1,F.2,3,504.0
A,X,4366070.964799999,4,111059.95374720804,288.0,Q,HD,328.0,3,3.1,4,363.0
B,X,4918759.585999998,3,124055.89857068934,224.0,P,HD,848.0,3,9.2,3,2154.0
D,X,2526612.8516999995,6,86507.72244065201,205.0,C,ATS,2242.81,1,7.2,5,878.34
A,X,2526612.8516999995,4,72055.4227395758,540.0,C,HD,1664.51,1,5.3,2,604.5
D,Y,5302759.515700001,5,181185.9414049489,190.0,D,ATS,1129.0,1,8.1,3,1215.0
A,X,5302759.515700001,5,179334.22441252394,265.0,D,ATS,262.0,1,D.1,1,363.0
C,Y,5302759.515700001,3,149789.6605980616,120.0,D,HD,4271.0,1,39.4,2,1183.0
C,Y,4366070.964799999,3,111389.98561860804,289.0,Q,HD,1393.0,3,I.1,3,588.0
B,Y,5302759.515700001,3,149512.8596736616,190.0,D,HD,3564.0,1,35.2,2,1215.0
A,Y,2526612.8516999995,5,87661.31570225202,324.0,C,HD,2338.44,1,N.2,1,1047.1
D,Y,2526612.8516999995,6,74171.12927172701,324.0,C,ATS,136.08,1,B.1,6,161.9
D,X,2526612.8516999995,4,64840.02839625081,127.0,C,HD,897.24,1,8.1,4,1079.42
C,X,4366070.964799999,3,111059.95374720804,155.0,Q,HD,871.0000000000001,1,12.1,3,2361.0
B,Y,5302759.515700001,5,178966.13461792396,158.0,D,ATS,3000.0,1,31.2,4,565.0
D,Y,5302759.515700001,5,182015.13938437396,158.0,D,ATS,1389.0,1,10.1,2,745.0
A,Y,5302759.515700001,5,180509.83208092395,209.5,D,HD,380.0,3,4.2,4,1138.0
B,Y,2526612.8516999995,5,87135.84761525202,335.0,C,HD,1572.96,1,J.1,3,304.03
A,Y,4918759.585999998,4,134500.70368883933,284.0,P,HD,173.0,1,B.1,1,142.0
C,X,4918759.585999998,5,158199.85281714622,162.0,P,HD,1861.0,1,4.5,4,788.0
C,Y,2526612.8516999995,5,88715.66063675203,335.0,C,ATS,901.56,3,F.1,2,304.03
D,X,2526612.8516999995,4,72465.30103147581,127.0,C,HD,897.24,1,8.1,1,1079.42
A,Y,5302759.515700001,5,179636.844550124,287.0,D,HD,1704.0,1,J.2,4,947.0
C,Y,5302759.515700001,3,135774.5813513116,232.0,D,HD,11.0,3,1.2,3,842.0
C,Y,4918759.585999998,4,123890.88263498934,777.0,P,HD,971.0,1,F.2,4,2332.0
B,X,4366070.964799999,3,121634.69841045803,162.0,Q,HD,81.0,1,6.1,1,877.0
B,X,4366070.964799999,5,149718.07142036408,352.0,Q,ATS,1558.0,3,8.5,1,1617.0000000000002
A,X,2526612.8516999995,5,74192.42165052702,540.0,C,ATS,270.0,3,5.1,5,604.5
A,Y,2526612.8516999995,5,86550.30719825202,274.0,C,ATS,2467.61,1,O.1,3,460.7
B,X,2526612.8516999995,5,86550.30719825202,169.0,C,ATS,503.96,1,4.1,4,434.5
B,Y,4366070.964799999,5,146405.2426328641,352.0,Q,ATS,1745.0,1,J.1,1,198.0
A,X,2526612.8516999995,4,72619.67077777581,280.0,C,HD,1237.26,3,2.2,1,129.58
B,X,2526612.8516999995,4,72231.08486467581,127.0,C,HD,897.24,3,8.1,3,1079.42
D,X,4366070.964799999,3,124742.72743095804,171.0,Q,HD,470.0,3,13.2,1,2483.0
A,Y,4366070.964799999,5,126413.24232511412,494.0,Q,HD,627.0,3,D.4,5,2247.0
B,X,4366070.964799999,4,111059.95374720804,162.0,Q,HD,81.0,1,8.1,4,1617.0000000000002
B,X,4918759.585999998,6,157683.51263124624,338.0,P,ATS,1589.0,3,4.4,5,788.0
D,X,5302759.515700001,3,135444.5494799116,298.0,D,HD,1137.0,3,C.1,3,303.0
B,Y,4366070.964799999,5,126200.3185371141,172.0,Q,ATS,1291.0,1,H.3,5,1833.0
B,Y,2526612.8516999995,4,72529.17816787581,180.0,C,HD,337.16,3,C.2,2,701.2
A,X,4366070.964799999,5,144243.2680889641,162.0,Q,ATS,81.0,3,8.1,4,1617.0000000000002
B,Y,4366070.964799999,5,144621.58206836408,289.0,Q,ATS,1393.0,1,I.2,3,1906.0
A,X,4918759.585999998,3,134133.41015453934,470.0,P,HD,971.0,1,8.3,1,1932.0
C,Y,4918759.585999998,5,157736.74357824624,422.0,P,ATS,1769.0000000000002,1,J.3,3,1360.0
B,X,2526612.8516999995,5,87268.92498275201,127.0,C,HD,897.24,1,8.1,2,1079.42
D,Y,5302759.515700001,3,151381.03272786157,122.0,D,HD,118.0,1,2.2,1,313.0
B,X,5302759.515700001,4,149553.1810140616,136.5,D,HD,2943.0,1,E.3,2,475.0
C,X,5302759.515700001,5,179334.22441252394,265.0,D,ATS,4127.0,1,D.4,1,363.0
A,X,5302759.515700001,5,180466.83701332397,120.0,D,ATS,1941.0,3,B.3,2,56.00000000000001
C,Y,4918759.585999998,3,123890.88263498934,284.0,P,HD,1769.0000000000002,1,J.1,3,142.0
B,Y,4366070.964799999,4,121066.64556585804,494.0,Q,HD,627.0,1,D.1,3,247.00000000000003
C,Y,5302759.515700001,3,151197.79395006158,194.5,D,HD,1601.0000000000002,3,13.1,2,763.0
C,Y,4366070.964799999,5,144264.5604677641,289.0,Q,ATS,1393.0,1,I.2,4,1906.0
D,Y,2526612.8516999995,5,86550.30719825202,180.0,C,ATS,2137.35,1,M.2,3,701.2
D,Y,5302759.515700001,5,154439.45454887397,307.0,D,ATS,3824.0,1,36.1,5,221.0
A,X,4366070.964799999,5,144690.40804376412,162.0,Q,HD,1837.0,1,6.6,4,877.0
D,X,5302759.515700001,5,186807.9596051239,120.0,D,ATS,2602.0,3,B.5,1,56.00000000000001
D,X,4366070.964799999,3,123002.63486805806,352.0,Q,HD,360.0,3,8.2,1,1617.0000000000002
B,Y,5302759.515700001,3,154024.6797306616,209.5,D,HD,4009.000000000001,3,37.2,1,1138.0
C,Y,5302759.515700001,5,154706.41540337398,190.0,D,HD,825.0,1,6.2,5,1215.0
C,Y,5302759.515700001,3,151365.2966292616,307.0,D,HD,1892.0,3,16.1,1,221.0
C,Y,5302759.515700001,5,180243.677345924,190.0,D,HD,1129.0,1,8.1,3,1215.0
B,Y,5302759.515700001,5,154706.41540337398,120.0,D,HD,118.0,1,2.4,5,1183.0
